|               wave | ion | NIST | Instr |           amplitude |       Source |
| 12924.666438444267 |  OH |    1 |    32 |   76.68350971742184 | wavemodel.py |
| 12939.597534578126 |  OH |    1 |    32 |   2.950819511089373 | wavemodel.py |
| 12946.716933379908 |  OH |    1 |    32 |  30.500852796476636 | wavemodel.py |
| 12967.690837450958 |  OH |    1 |    32 |    1.09820271510838 | wavemodel.py |
| 12975.675277981765 |  OH |    1 |    32 |   9.732079652454336 | wavemodel.py |
| 12989.197975532183 |  OH |    1 |    32 |   43.13898612811783 | wavemodel.py |
| 13003.508342311923 |  OH |    1 |    32 |  0.4049416098453758 | wavemodel.py |
| 13011.792194870934 |  OH |    1 |    32 |  2.8353935856524215 | wavemodel.py |
| 13025.196747065113 |  OH |    1 |    32 |   144.9830608506681 | wavemodel.py |
|  13056.30154483534 |  OH |    1 |    32 |   54.05138106282279 | wavemodel.py |
| 13088.843525114877 |  OH |    1 |    32 |  167.34843172698072 | wavemodel.py |
|  13131.41261112421 |  OH |    1 |    32 |   46.47481099789566 | wavemodel.py |
| 13160.391332012621 |  OH |    1 |    32 |  113.99635194590927 | wavemodel.py |
|  13214.46115365826 |  OH |    1 |    32 |   32.87879182650143 | wavemodel.py |
| 13240.136268998676 |  OH |    1 |    32 |    67.2468685905472 | wavemodel.py |
|  13305.55489518984 |  OH |    1 |    32 |   15.98870751676858 | wavemodel.py |
| 13328.324624706329 |  OH |    1 |    32 |   26.98598533942623 | wavemodel.py |
| 13404.911585946531 |  OH |    1 |    32 |   5.488316757186191 | wavemodel.py |
| 13425.209976025151 |  OH |    1 |    32 |   9.156949538963818 | wavemodel.py |
| 13512.822618566608 |  OH |    1 |    32 |  1.7492320016764986 | wavemodel.py |
|  13531.02529127793 |  OH |    1 |    32 |  2.3577887383712923 | wavemodel.py |
| 13629.640171796524 |  OH |    1 |    32 |    0.41629046997607 | wavemodel.py |
| 13646.186769175263 |  OH |    1 |    32 |  0.4786033985524216 | wavemodel.py |
| 13668.877708182803 |  OH |    1 |    32 |  30.430959620964895 | wavemodel.py |
| 13673.839929620764 |  OH |    1 |    32 |   6.226210387912677 | wavemodel.py |
|  13678.54105458429 |  OH |    1 |    32 |   62.37954382473827 | wavemodel.py |
| 13695.772091045059 |  OH |    1 |    32 |   81.14422850832523 | wavemodel.py |
| 13720.519609068271 |  OH |    1 |    32 |   83.24400147557071 | wavemodel.py |
| 13751.523078235721 |  OH |    1 |    32 |   30.87169781846756 | wavemodel.py |
|  13827.45917881585 |  OH |    1 |    32 |  208.46651739881207 | wavemodel.py |
| 13840.173652610618 |  OH |    1 |    32 |    6.31738467212681 | wavemodel.py |
| 13845.897708798162 |  OH |    1 |    32 |   81.15256929246384 | wavemodel.py |
| 13864.056292647561 |  OH |    1 |    32 |   2.905782228632954 | wavemodel.py |
| 13872.111837199676 |  OH |    1 |    32 |  32.854895801953454 | wavemodel.py |
|  13897.23583666791 |  OH |    1 |    32 |  1.2567035668691395 | wavemodel.py |
| 13906.519713328666 |  OH |    1 |    32 |  11.314152700971107 | wavemodel.py |
| 13915.351578741855 |  OH |    1 |    32 |   42.66756422993632 | wavemodel.py |
| 13939.629032251756 |  OH |    1 |    32 |  0.4609622742614952 | wavemodel.py |
| 13949.453649769748 |  OH |    1 |    32 |  3.2846079165694397 | wavemodel.py |
